//ID,TYPE,PHYSICAL-0/SPECIAL-1,HIGH CRIT CHANCE (0-no/1-yes),NAME,POWER,ACCURACY,ATK,DEF,SPATK,SPDEF,SPD,ACCURACY,EVASION
//Normal
0,0,0,0,Strength,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,Slash,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,Minimize,0,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3,0,1,0,Swords Dance,0,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,Shell Smash,0,95,2,-1,2,-1,2,0,0,0,0,0,0,0,0,0
//Fire
5,9,0,0,V-Create,180,95,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0
6,9,0,1,Blaze Kick,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,1,0,Flamethrower,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,1,0,Fire Blast,110,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Water
9,10,0,0,Waterfall,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,0,1,Crabhammer,100,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,1,0,Surf,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,1,0,Hydro Pump,110,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Electric
13,12,0,0,Thunder Punch,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,1,0,Thunderbolt,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,12,1,0,Thunder,110,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,12,1,0,Charge Beam,50,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0
//Grass
17,11,0,0,Seed Bomb,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11,0,1,Leaf Blade,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,11,1,0,Leaf Storm,130,90,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
20,11,1,0,Energy Ball,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,11,1,0,Cotton Guard,0,95,0,3,0,0,0,0,0,0,0,0,0,0,0,0
//Ice
22,14,0,0,Ice Punch,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,0,0,Ice Hammer,100,90,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
24,14,1,0,Ice Beam,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,14,1,0,Blizzard,110,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Fighting
26,1,0,0,Close Combat,120,100,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0
27,1,0,0,Hammer Arm,100,90,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
28,1,0,1,Cross Chop,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,0,Bulk Up,0,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0
//Poison
30,3,0,0,Gunk Shot,120,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,1,Cross Poison,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,1,0,Sludge Bomb,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
